case_id,finding_id,perspective,ai_severity,ai_issue,evidence,ai_cross_decision,ai_cross_reason,ai_cross_correction,reviewer,decision,human_severity,legal_source,correction,notes
P05,P05-C03,财务/知识产权/申请程序,high,申请被驳回不退已付款，需区分商业申请风险与让与方违约,"第八条：双方确定，本合同生效后，甲方专利申请被国家专利行政主管机关
驳回的，乙方不退还已收取的转让费用：尚未收取的，按以下方式处理：                                           
                                                         。 
     双方对专利申请被驳回的特别约定如下：                                    
                                                         。 
    第九条：双方确定 | 第六条：乙方应当保证其专利申请权不侵犯任何第三人的合法权益。 如发生
第三人指控甲方侵权的，乙方应当                  
                                                         。     
    第七条",,,,,,,,,
P05,P05-C04,业务/财务/既有合同承接,high,原技术转让合同权利义务整体承接需要逐份确定,"第二条：乙方在本合同签署前实施或转让本项发明创造的状况如下： 
     1．乙方实施本发明创造的状况（时间、地点、方式和规模） ：                                                       
                                                            
                                                         。 
     2．乙方许可他人使用本发明创造的状况（时间、地点、方式和规模） ：                                                   
                                                        。 
     3． 本合同生效后， 乙方有义务在      日内将本发明创造专利申请权转让
的状况告知被许可使用本发明创造的当事人。 
    第三条：甲方应在本合同生效后，保证原技术转让合同的履行。乙方在原技
术转让合同中享有的权利和义务，自本合同生效之日起，由甲方承受。乙方应当
在      日内通知并协助原技术转让合同的让与人与甲方办理合同变更事项。 
    第四条：为保证甲方申请专利",,,,,,,,,
P05,P05-C05,法务/知识产权/财务,high,专利无效不承担法律责任的宽泛表述需与权利保证协调,"第九条：乙方应当保证其专利权转让不侵犯任何第三人的合法权益。 如发生
第三人指控甲方侵权的，乙方应当                   
                                                         。 

[PAGE 50]
    第十条：乙方对本合同生效后专利权被宣告无效，不承担法律责任。",,,,,,,,,
P05,P05-C06,业务/知识产权/许可关系,high,受让专利不自动等于排除所有他人实施,"第三条：甲方应在本合同生效后，保证原专利实施许可合同的履行。乙方在
原专利实施许可合同中享有的权利和义务，自本合同生效之日起，由甲方承受。
乙方应当在      日内通知并协助原专利实施许可合 同的让与人与甲方办理合
同变更事项。 
    第四条：本合同生效后乙方继续实施本项专利的，按以下约定办理：                                                      
                                                         。 

[PAGE 49]
    第五条：为保证甲方有效拥有本项专利权 | 第十三条：双方确定： 

[PAGE 51]
     1． 甲方有权利用乙方转让专利权涉及的发明创造进行后续改进。 由此产生
的具有实质性或创造性技术进步特征的新的技术成果，归       （甲方、双方）
方所有。具体相关利益的分配办法如下：          
                                                            
                                                         。 
     2． 乙方有权在已交付甲方该项专利权后， 对该项专利权涉及的发明创造进
行后续改进。 由此产生的具有实质性或创造性技术进步特征的新的技术成果，归      
（乙方、双方）方所有。具体相关利益的分配办法如下：                                                     
                                                       。 
    第十四条：双方确定",,,,,,,,,
P05,P05-C07,财务/专利状态/责任计算,medium,无效后的赔偿与不返还使用费需定义结算口径,"本项专利权被国家专利行政主管机关宣布无效的，乙方应当赔偿甲方损失，
但甲方已给付乙方的使用费，不再返还。 | 第九条：甲方向乙方支付实施该项专利权使用费及支付方式为： 
     1．许可实施使用费总额为：                             
          其中：技术秘密的使用费为：                       
                技术服务和指导费为：                       
     2．许可实施使用费由甲方",,,,,,,,,
P05,P05-C08,业务/履约/现金流,high,强制开始实施期限需关联资料交付与验收条件,"第十二条：甲方应当在本合同生效后        日内开始实施本项专利；逾期
未实施的，应当及时通知乙方并予以正当解释，征得乙方认可。甲方逾期        
日未实施本项专利且未予解释， 影响乙方技术转让提成收益的，乙方有权要求甲
方支付违约金或赔偿损失。 
    第十三条 | 第八条：双方确定，乙方许可甲方实施本项专利及转让技术秘密、提供技
术服务和技术指导，按以下标准和方式验收： 
     1．                                                  
     2．                                                  
     3．                                                 
    第九条",,,,,,,,,
P05,P05-C09,知识产权/技术风险/退出结算,high,第三人通过专利公开被排除于自动解除条件，需要另定侵权及价值下降处理,"第七条：在本合同履行过程中，因本项技术秘密已经由他人公开（以专利权
方式公开的除外） ， 一方应在     日内通知另一方解除合同。逾期未通知并致使

[PAGE 73]
另一方产生损失的，另一方有权要求予以赔偿。具体赔偿方式为：                                           
                                                         。 
     第八条：双方确定 | 第九条：双方确定，乙方在本合同有效期内，将本项技术秘密申请专利或以

[PAGE 74]
其他方式公开的， 应当征得甲方同意；乙方就本项技术秘密申请专利并取得专利
权的，甲方依本合同有继续使用的权利。 
    第十条：为保证甲方有效实施 | 第六条：乙方保证本项技术秘密的实用性、可靠性，并保证本项技术秘密不
侵犯任何第三人的合法权利。如发生第三人指控甲方实施技术秘密侵权的，乙方
应当                                 
                                                         。 
    第七条",,,,,,,,,
P05,P05-C10,业务/保密/知识产权,high,“使用权、转让权”及既有对外转让需形成明确许可范围,"本合同乙方将其拥有                                      
               项目的技术秘密                   （使用权、转让权）转让
甲方，甲方受让并支付相应的使用费。 | 第四条：乙方在本合同生效前实施或转让本项技术秘密的状况如下： 
     1．乙方实施本项技术秘密的状况（时间、地点、方式和规模） ：                                                       
                                                                 
                                                         。 
     2．乙方转让他人本项技术秘密的状况（时间、地点、方式和规模） ：                                                    
                                                           
                                                        。 
     第五条：甲方应以如下范围、方式和期限实施本项技术秘密： 
      1．实施范围：                                       
                                                        。 
      2．实施方式：                                       
                                                        。 
      3．实施期限：                                      。 
    第六条：乙方保证",,,,,,,,,
P05,P05-C11,业务决策/法务/专业责任,high,决策损失免责选项仅针对符合约定的咨询成果，不能扩张成所有失误免责,"第九条：双方确定， 甲方按照乙方符合本合同约定标准和方式完成的技术咨
询工作成果做出决策并予以实施所造成的损失， 按以下第         种方式处理： 
      1．乙方不承担责任。 
      2．乙方承担部分责任。具体承担方式为                   
                                                         。 
      3．乙方承担全部责任。 
    第十条：双方确定 | 第七条：双方确定，按以下标准和方式对乙方提交的技术咨询工作成果进行
验收： 
      1．乙方提交技术咨询工作成果的形式：                   
                                                            
                                                         。 
      2．技术咨询工作成果的验收标准：                       
                                                         。 
      3．技术咨询工作成果的验收方法：                       
                                                         。 
      4．验收的时间和地点：                                 
                                                         。 
    第八条：双方确定",,,,,,,,,
P05,P05-C12,知识产权/保密/数据使用,medium,新技术成果归属选项不等于对甲方材料的无限利用授权,"第十条：双方确定： 
      1．在本合同有效期内，甲方利用乙方提交的技术咨询工作成果所完成的
新的技术成果，归        （甲、双）方所有。 
      2．在本合同有效期内，乙方利用甲方提供的技术资料和工作条件所完成
的新的技术成果，归        （乙、双）方所有。 
     第十一条：双方确定 | 第三条：为保证乙方有效进行技术咨询工作， 甲方应当向乙方提供下列协作
事项： 
      1．提供技术资料：",,,,,,,,,
P05,P05-C13,业务履约/质量/财务,high,一次成果验收与持续质量期限需按服务形态衔接,"第二条：乙方应按下列要求完成技术服务工作： 
      1．技术服务地点：                                     
      2．技术服务期限：                                     
      3．技术服务进度：                                     
                                                            
                                                            
      4．技术服务质量要求：                                 
      5．技术服务质量期限要求：                             
    第三条：为保证乙方有效进行技术服务工作 | 第七条：双方确定以下列标准和方式对乙方的技术服务工作成果进行验收： 
      1．乙方完成技术服务工作的形式：                       
                                                            
                                                       。 
      2．技术服务工作成果的验收标准：                       
                                                         。 
      3．技术服务工作成果的验收方法：                       
                                                         。 
      4．验收的时间和地点：                                 
                                                         。 
   第八条：双方确定",,,,,,,,,
P05,P05-C14,信息安全/协作资料/退出交接,high,技术服务中的资料和系统访问不能仅靠保密栏目控制,"第三条：为保证乙方有效进行技术服务工作， 甲方应当向乙方提供下列工作
条件和协作事项： 

[PAGE 97]
      1．提供技术资料： 
      （1）                                                
      （2）                                                     
      （3）                                                
      （4）                                                
      2．提供工作条件： 
      （1）                                                
      （2）                                                     
      （3）                                               
      （4）                                               
      3．其他：                                            
                                                         。 
      4．甲方提供上述工作条件和协作事项的时间及方式：                 
                                                         。 
    第四条：甲方向乙方支付 | 第五条：双方确定因履行本合同应遵守的保密义务如下： | 第十一条：双方确定，出现下列情形，致使本合同的履行成为不必要或不可
能的，可以解除本合同： 
      1．发生不可抗力； 

[PAGE 101]
      2．                                                 
      3．                                                 
    第十二条：双方因履行",,,,,,,,,
P05,P05-T01,法务/业务范围,medium,2001年汇编需先选模板及核验适用时点,"国科发政字［2001］244 号 | 附件 1：技术开发(委托)合同 
附件 2：技术开发(合作)合同 
附件 3：技术转让(专利申请权)合同 
附件 4：技术转让(专利权)合同 | 附件 5：技术转让(专利实施许可)合同 
附件 6：技术转让(技术秘密)合同 
附件 7：技术咨询合同 
附件 8：技术服务合同",,,,,,,,,
P05,P05-T02,业务/财务/技术履约,high,委托开发需把技术目标、付款、交付和验收绑成可执行里程碑,"第一条  本合同研究开发项目的要求如下： | 第五条  甲方应按以下方式支付研究开发经费和报酬： | 第十二条  乙方应当按以下方式向甲方交付研究开发成果： 
     1．研究开发成果交付的形式及数量：                       
                                                          。 
     2．研究开发成果交付的时间及地点：                       
                                                         。 
    第十三条  双方确定，按以下标准及方法对乙方完成的研究开发成果进行
验收：                                                
                                                              
                                                         。 
    第十四条",,,,,,,,,
P05,P05-T03,法务/争议/业务变更,high,书面协商一致与特定情形沉默视为同意需收紧边界,"第七条  本合同的变更必须由双方协商一致，并以书面形式确定。但有下列情
形之一的，一方可以向另一方提出变更合同权利与义务的请求，另一方应当在       
日内予以答复；逾期未予答复的，视为同意：",,,,,,,,,
P05,P05-T04,技术/信息安全/供应链,high,分包例外与技术资料保密需要联动,"第八条  未经甲方同意，乙方不得将本合同项目部分或全部研究开发工作
转让第三人承担。但有下列情况之一的，乙方可以不经甲方同意，将本合同项目
部分或全部研究开发工作转让第三人承担： 
     1．                                                   ； 
     2．                                                   ； 
     3．                                                   ； 
     4．                                                    。 
    乙方可以转让研究开发工作的具体内容包括： | 第十一条  双方确定因履行本合同应遵守的保密义务如下：",,,,,,,,,
P05,P05-T05,知识产权/技术/商业,high,专利和技术秘密选项未直接解决所有交付及持续使用权,"第十五条  双方确定，因履行本合同所产生的研究开发成果及其相关知识
产权权利归属，按下列第      种方式处理： 
    1．          （甲、乙、双）方享有申请专利的权利。 
    专利权取得后的使用和有关利益分配方式如下：                
                                                              
                                                           。 
    2．按技术秘密方式处理。 | 第十六条  乙方不得在向甲方交付研究开发成果之前，自行将研究开发成
果转让给第三人。 | 第二十一条  双方确定，甲方有权利用乙方按照本合同约定提供的研究开
发成果，进行后续改进。由此产生的具有实质性或创造性技术进步特征的新的技
术成果及其权属， 由      （甲、 乙、 双） 方享有。 具体相关利益的分配办如下：                                    
                                                            。 
    乙方有权在完成本合同约定的研究开发工作后，利用该项研究开发成果进行
后续改进。由此产生的具有实质性或创造性技术进步特征的新的技术成果，归       
（ 甲 、 乙 、 双 ） 方 所 有 。 具 体 相 关 利 益 的 分 配 办 法 如
下：                                                    。 
    第二十二条",,,,,,,,,
P05,P05-T06,财务/技术风险/争议解决,high,合理研发失败与解除后的费用及成果处置需明确,"第九条  在本合同履行中，因出现在现有技术水平和条件下难以克服的技
术困难，导致研究开发失败或部分失败，并造成一方或双方损失的，双方按如下

[PAGE 10]
约定承担风险损失：                          
                                                              
                                                         。 
    双方确定，本合同项目的技术风险按                          
                                         的方式认定。认定技术风险的基
本内容应当包括技术风险的存在、范围、程度及损失大小等。认定技术风险的基
本条件是： 
     1． 本合同项目在现有技术水平条件下具有足够的难度； 
     2． 乙方在主观上无过错且经认定研究开发失败为合理的失败。 
     一方发现技术风险存在并有可能致使研究开发失败或部分失败的情形时，
应当在      日内通知另一方并采取适当措施减少损失。 逾期未通知并未采取适
当措施而致使损失扩大的，应当就扩大的损失承担赔偿责任。 
    第十条 | 第二十三条  双方确定，出现下列情形，致使本合同的履行成为不必要或
不可能的，一方可以通知另一方解除本合同； 
     1．因发生不可抗力或技术风险； 
     2．                                                         
     3．                                                           
    第二十四条",,,,,,,,,
P07,P07-N01,业务/保密期限,high,保密保护从生效日计算，并非每次披露或终止后重新起算,"The Receiving Party’s obligation to maintain 
the confidentiality of Disclosing Party’s Confidential Information shall survive any expiration or 
termination of this Agreement for three (3) years from the Effective Date.  The parties represent that they 
will not disclose any trade secrets under this Agreement. | 12. The term of this Agreement shall be one (1) year from the Effective Date.  Either party may terminate this 
Agreement upon thirty (30) days written notice to the other party at the address referenced in the Preamble 
of this Agreement.",,,,,,,,,
P07,P07-N02,知识产权/业务适配,high,双方承诺不披露trade secrets，不能直接当核心商业秘密交换协议使用,will not disclose any trade secrets under this Agreement.,,,,,,,,,
P07,P07-N03,信息安全/数据生命周期,medium,档案及备份例外需要可验证的留存期限与限制,"3. Confidential Information disclosed by one Party to the other shall remain the property of the Disclosing 
Party, and shall be returned to the Disclosing Party, or destroyed by the Receiving Party, upon written 
request of the Disclosing Party. The Receiving Party may, however, retain one archival copy of the 
Confidential Information for the purpose of determining its obligations hereunder or for legal compliance 
purposes. Notwithstanding the foregoing provisions hereof, Confidential Information that is stored on 
routine back-up media solely for the purpose of disaster recovery shall not be required to be destroyed; 
provided that such information will be subject to destruction in due course, and that employees are 
precluded from accessing such information in the ordinary course of business prior to destruction.",,,,,,,,,
P07,P07-N04,信息安全/第三方履约,medium,第三方need-to-know已有约束，但责任与事件处置还需匹配风险,"5. The Receiving Party shall use reasonable efforts to disclose Confidential Information received by it only  
to those of its employees, agents, representatives, or related third parties who must be so informed to 
enable that party to accomplish the Purpose and who have been provided a copy of this fully executed 
Agreement and are bound by that Party's obligations of confidentiality hereunder, or have entered into a 
confidentiality agreement with terms at least as restrictive as those herein.",,,,,,,,,
P07,P07-N05,跨境/出口管制/交易范围,high,出口受控或涉密材料不在当前交换计划内，修改合同不等于获得监管许可,"15. No disclosure or transfer of information, software, source code, equipment or materials identified on a US 
export control list (“Export Control-Listed Material”), such as the Commerce Control List at 15 CFR 774 
and the US Munitions List at 22 CFR 121, is planned under this Agreement. In addition, no disclosure of 
any information that is subject to a security classification (“Classified Information”) is planned under this 
Agreement. Neither Export Control -Listed Material nor Classified Information will be disclosed or 
transferred without prior written amendment of this Agreement. | 11. This Agreement shall be construed, interpreted, and governed in accordance with and under the 
jurisdiction of the laws of the State of Alabama, USA, notwithstanding the residence or principal place of 
business of any Party, the place where this Agreement may be executed by any Party, or the provisions of 
any jurisdiction's conflict-of-laws principles.",,,,,,,,,
P07,P07-N06,业务/技术验证/责任,medium,as-is条款适合初步评估，但不能替代交付准确性承诺,"13. The CONFIDENTIAL Information is provided on an “as is” condition. THE Disclosing Party makes no 
warranties, expressly, impliedly or otherwise, and shall not HAVE ANY LIABILITY, DIRECT OR 
INDIRECT, TO THE RECEIVING PARTY FOR ANY DAMAGES THAT MAY RESULT FROM the 
accuracy, completeness, OR utility of the CONFIDENTIAL Information. | 4. The disclosure of Confidential Information by one Party to the other shall not constitute a grant by the 
Disclosing Party to the Receiving Party of any species of right, title, interest, or property in or to 
Confidential Information other than the right to evaluate such Confidential Information for the Purpose. 
No license or other right under any U.S. or foreign patent, copyright, or know-how is granted or implied",,,,,,,,,
